convicto；堅信的；adjetivo；Ele está convicto das suas convicções políticas.；convicto de
convencido；確信的；adjetivo；Estou convencido de que ela tem razão.；convencido de
persuadido；被說服的；adjetivo；Fiquei persuadido pelos argumentos apresentados.；persuadido de
inclinado；傾向的；adjetivo；Estou inclinado a aceitar a oferta de trabalho.；inclinado a
disposto；願意/準備好的；adjetivo；Estou disposto a ajudar no que for preciso.；disposto a
pronto；準備好的；adjetivo；Estamos prontos para começar o espetáculo.；pronto para
preparado；準備好的；adjetivo；Estou preparado para o exame final.；preparado para
apto；勝任的；adjetivo；Ele está apto para conduzir após o exame.；apto para
habilitado；有資格的；adjetivo；Estou habilitado a exercer a profissão.；habilitado a
qualificado；有資質的；adjetivo；Ela é uma profissional qualificada na área.；qualificado para
competente；有能力的；adjetivo；É um médico muito competente.；competente em
eficiente；高效的；adjetivo；O novo sistema é mais eficiente.；eficiente em
eficaz；有效的；adjetivo；O tratamento foi muito eficaz.；eficaz contra/em
produtivo；有生產力的；adjetivo；Hoje fui muito produtivo no trabalho.；produtivo em
rentável；可盈利的；adjetivo；O negócio tornou-se rentável este ano.；rentável para
lucrativo；有利可圖的；adjetivo；O investimento foi muito lucrativo.；lucrativo para
próspero；繁榮的；adjetivo；A região tornou-se próspera graças ao turismo.；próspero(a)
florescente；蓬勃發展的；adjetivo；A economia do país está florescente.；florescente(a)
decaído；衰退的；adjetivo；O bairro antigo está decaído.；decaído(a)
estagnado；停滯的；adjetivo；A economia está estagnada há anos.；estagnado(a)
crescente；增長的；adjetivo；Há uma procura crescente por produtos biológicos.；crescente
decrescente；減少的；adjetivo；A taxa de natalidade é decrescente.；decrescente
acentuar；加強；verbo transitivo；A crise acentuou as desigualdades sociais.；acentuar algo
suavizar；緩和；verbo transitivo；O governo tentou suavizar o impacto das medidas.；suavizar algo
atenuar；減輕；verbo transitivo；O medicamento atenua a dor.；atenuar algo
mitigar；緩解；verbo transitivo；Precisamos de mitigar os efeitos das alterações climáticas.；mitigar algo
intensificar；加強；verbo transitivo；A tempestade intensificou-se durante a noite.；intensificar algo
reforçar；加強；verbo transitivo；Vamos reforçar a segurança do edifício.；reforçar algo
fortalecer；加強；verbo transitivo；O exercício fortalece os músculos.；fortalecer algo
enfraquecer；削弱；verbo transitivo；A doença enfraqueceu-o muito.；enfraquecer algo/alguém
debilitar；使衰弱；verbo transitivo；A má alimentação debilita o organismo.；debilitar algo/alguém
abalado；受打擊的；adjetivo；Estou abalado com a notícia do acidente.；abalado com
perturbado；困擾的；adjetivo；Ele está perturbado com a situação familiar.；perturbado com
transtornado；紊亂的；adjetivo；Fiquei transtornado com a confusão toda.；transtornado com
desorientado；迷失方向的；adjetivo；Sinto-me desorientado nesta cidade nova.；desorientado em/com
confuso；困惑的；adjetivo；Estou confuso com tanta informação.；confuso com
perplexo；困惑的；adjetivo；Fiquei perplexo com a atitude dele.；perplexo com
atónito；目瞪口呆的；adjetivo；A audiência ficou atónita com a revelação.；atónito com
espantado；驚愕的；adjetivo；Fiquei espantado com a tua coragem.；espantado com
assombrado；驚駭的；adjetivo；Ela ficou assombrada com a violência do filme.；assombrado com
cativante；迷人的；adjetivo；A música tem uma melodia cativante.；cativante para
atraente；有吸引力的；adjetivo；A proposta é muito atraente para os investidores.；atraente para
sedutor；誘人的；adjetivo；O anúncio tem uma imagem sedutora.；sedutor(a)
fascinante；迷人的；adjetivo；Lisboa é uma cidade fascinante.；fascinante para
encantador；迷人的；adjetivo；O jardim do palácio é encantador.；encantador(a)
irresistível；不可抗拒的；adjetivo；A sobremesa estava irresistível.；irresistível para
tentador；誘人的；adjetivo；A oferta é muito tentadora.；tentador(a)
apetecível；令人垂涎的；adjetivo；O bolo de chocolate está apetecível.；apetecível para
decepcionante；令人失望的；adjetivo；O resultado foi dececionante para todos.；decepcionante para
desapontador；令人失望的；adjetivo；A atitude dele foi desapontadora.；desapontador(a)
frustrante；令人沮喪的；adjetivo；A situação é extremamente frustrante.；frustrante para
perturbador；擾亂的；adjetivo；O documentário é perturbador.；perturbador(a)
alarmante；令人警覺的；adjetivo；Os dados são alarmantes.；alarmante para
preocupante；令人擔心的；adjetivo；A situação económica é preocupante.；preocupante para
tranquilizador；令人安心的；adjetivo；As palavras do médico foram tranquilizadoras.；tranquilizador(a)
reconfortante；令人安慰的；adjetivo；Recebi uma mensagem reconfortante.；reconfortante para
alentador；鼓舞人心的；adjetivo；O discurso foi muito alentador.；alentador(a)
esperançoso；充滿希望的；adjetivo；Estou esperançoso quanto ao futuro.；esperançoso quanto a
pessimista；悲觀的；adjetivo；Ele é muito pessimista em relação ao projeto.；pessimista em relação a
otimista；樂觀的；adjetivo；Sou otimista quanto ao sucesso da iniciativa.；otimista quanto a
realista；現實的；adjetivo；É importante ser realista sobre as expectativas.；realista sobre
idealista；理想主義的；adjetivo；Ela é muito idealista para o mundo dos negócios.；idealista em/sobre
prático；實用的；adjetivo；Ele tem uma abordagem muito prática.；prático(a) em
teórico；理論的；adjetivo；A explicação foi muito teórica.；teórico(a)
abstrato；抽象的；adjetivo；O conceito é muito abstrato para os alunos.；abstrato(a)
concreto；具體的；adjetivo；Preciso de exemplos concretos.；concreto(a)
palpável；可觸及的；adjetivo；Os resultados são palpáveis.；palpável
tangível；可觸知的；adjetivo；O progresso é tangível.；tangível
intangível；無形的；adjetivo；O conhecimento é um bem intangível.；intangível
evidente；明顯的；adjetivo；A melhoria é evidente.；evidente para
notório；著名的/明顯的；adjetivo；A diferença é notória.；notório(a)
perceptível；可察覺的；adjetivo；A mudança de temperatura é percetível.；percetível a/para
imperceptível；不可察覺的；adjetivo；O som era quase impercetível.；impercetível a/para
nítido；清晰的；adjetivo；A imagem está nítida.；nítido(a)
vago；模糊的；adjetivo；Tenho uma ideia vaga do que fazer.；vago(a) sobre
ambíguo；模棱兩可的；adjetivo；A resposta dele foi ambígua.；ambíguo(a)
claro；清楚的；adjetivo；Está claro que precisamos de mudar.；claro para
obscuro；晦澀的；adjetivo；O poema é muito obscuro.；obscuro(a)
ignorar；忽略；verbo transitivo；Ignorou completamente os meus conselhos.；ignorar algo/alguém
desprezar；輕視；verbo transitivo；Ele despreza a opinião dos outros.；desprezar algo/alguém
desvalorizar；貶低；verbo transitivo；Nunca desvalorizes o trabalho da tua equipa.；desvalorizar algo/alguém
menosprezar；低估；verbo transitivo；Menosprezaram a capacidade do atleta.；menosprezar algo/alguém
subestimar；低估；verbo transitivo；Não subestimes o poder da persistência.；subestimar algo/alguém
superestimar；高估；verbo transitivo；Superestimaram as capacidades do candidato.；superestimar algo/alguém
exagerar；誇大；verbo transitivo；Estás a exagerar a gravidade da situação.；exagerar algo
minimizar；最小化；verbo transitivo；O governo minimizou o impacto da crise.；minimizar algo
maximizar；最大化；verbo transitivo；A empresa maximiza os lucros.；maximizar algo
potencializar；增強潛力；verbo transitivo；Precisamos de potencializar os nossos recursos.；potencializar algo
otimizar；優化；verbo transitivo；Vamos otimizar o processo de produção.；otimizar algo
racionalizar；合理化；verbo transitivo；É preciso racionalizar os gastos públicos.；racionalizar algo
simplificar；簡化；verbo transitivo；Vou simplificar a explicação para os alunos.；simplificar algo
complicar；複雜化；verbo transitivo；Não compliques as coisas desnecessariamente.；complicar algo
facilitar；促進；verbo transitivo；O novo software facilita o trabalho.；facilitar algo
dificultar；使困難；verbo transitivo；A burocracia dificulta o processo.；dificultar algo
promover；推廣/促進；verbo transitivo；A entidade promove o turismo local.；promover algo
fomentar；促進；verbo transitivo；O governo fomenta a criação de empresas.；fomentar algo
estimular；刺激；verbo transitivo；A leitura estimula a imaginação.；estimular algo
incentivar；激勵；verbo transitivo；A escola incentiva a prática desportiva.；incentivar algo/alguém a
fomentar；促進；verbo transitivo；O governo fomenta o empreendedorismo jovem.；fomentar algo
impulsionar；推動；verbo transitivo；A economia precisa de ser impulsionada.；impulsionar algo
desencadear；引發；verbo transitivo；A notícia desencadeou uma série de reações.；desencadear algo
originar；起源；verbo transitivo；O conflito originou-se de um mal-entendido.；originar-se de
provocar；引起；verbo transitivo；O comportamento dele provocou uma discussão.；provocar algo
acarretar；導致；verbo transitivo；A decisão acarreta grandes responsabilidades.；acarretar algo
implicar；意味著/牽涉；verbo transitivo；O novo emprego implica mudar de cidade.；implicar algo
significar；意味；verbo transitivo；O que significa esta palavra em português？；significar algo
representar；代表；verbo transitivo；Este gesto representa a nossa gratidão.；representar algo/alguém
simbolizar；象徵；verbo transitivo；A pomba simboliza a paz.；simbolizar algo
corporizar；體現；verbo transitivo；O monumento corporiza a história da cidade.；corporizar algo
personificar；化身；verbo transitivo；Ela personifica a generosidade.；personificar algo
caracterizar；特徵化；verbo transitivo；O que caracteriza a cultura portuguesa？；caracterizar algo
distinguir；區分；verbo transitivo；É difícil distinguir os dois irmãos gémeos.；distinguir algo/alguém de
diferenciar；區別；verbo transitivo；Consegues diferenciar o original da cópia？；diferenciar algo de
discernir；辨別；verbo transitivo；É preciso discernir o que é certo do que é errado.；discernir algo de
identificar；識別；verbo transitivo；Identifiquei o problema principal do sistema.；identificar algo
reconhecer；認出；verbo transitivo；Reconheci a voz dela ao telefone.；reconhecer alguém/algo
localizar；定位；verbo transitivo；Consegues localizar a cidade no mapa？；localizar algo
situar；位於；verbo transitivo；O hotel situa-se perto da praia.；situar-se em
posicionar；定位；verbo transitivo；A empresa posiciona-se no mercado de luxo.；posicionar-se em
colocar；放置；verbo transitivo；Coloca os livros na estante.；colocar algo em/sobre
dispor；安排/擺放；verbo transitivo；Os quadros estão dispostos na parede.；dispor algo de/em
arrumar；整理；verbo transitivo；Arruma o teu quarto antes de saíres.；arrumar algo
ordenar；命令/整理；verbo transitivo；O general ordenou a retirada das tropas.；ordenar algo a alguém
mandar；命令；verbo transitivo；O chefe mandou-nos terminar o projeto.；mandar alguém fazer algo
exigir；要求；verbo transitivo；O regulamento exige o uso de capacete.；exigir algo de alguém
solicitar；請求；verbo transitivo；Solicitei informações sobre o curso.；solicitar algo a alguém
requerer；要求/申請；verbo transitivo；O visto requer documentos específicos.；requerer algo
petição；請願；substantivo feminino；Os cidadãos entregaram uma petição ao governo.；petição para
reivindicar；要求/主張；verbo transitivo；Os trabalhadores reivindicam melhores condições.；reivindicar algo
pleitear；辯護/請求；verbo transitivo；O advogado pleiteou a causa no tribunal.；pleitear algo por/algo
interceder；代求；verbo transitivo indireto；O padre intercedeu pelos fiéis.；interceder por alguém
mediar；調解；verbo transitivo；A ONU mediou o conflito entre os dois países.；mediar algo entre
intervir；干預；verbo transitivo indireto；O governo interveio na crise económica.；intervir em
arbitrar；仲裁；verbo transitivo；O juiz arbitrou a disputa comercial.；arbitrar algo entre
conciliar；調和；verbo transitivo；Precisamos de conciliar trabalho e família.；conciliar algo com
harmonizar；和諧化；verbo transitivo；O设计师 harmonizou as cores do ambiente.；harmonizar algo com
equilibrar；平衡；verbo transitivo；É importante equilibrar a alimentação.；equilibrar algo com
desequilibrar；使不平衡；verbo transitivo；O stress desequilibra a vida saudável.；desequilibrar algo
compensar；補償；verbo transitivo；A empresa compensou os funcionários pelos danos.；compensar algo/alguém por
recompensar；獎勵；verbo transitivo；O prémio recompensa o esforço dedicado.；recompensar alguém por/com
premiar；獎賞；verbo transitivo；A academia premiou o melhor filme.；premiar alguém com
castigar；懲罰；verbo transitivo；O professor castigou os alunos desobedientes.；castigar alguém por
punir；處罰；verbo transitivo；A lei pune os crimes ambientais.；punir alguém por
multar；罰款；verbo transitivo；A polícia multou-o por excesso de velocidade.；multar alguém por
condenar；判刑；verbo transitivo；O tribunal condenou-o a dez anos de prisão.；condenar alguém a
absolver；無罪釋放；verbo transitivo；O réu foi absolvido por falta de provas.；absolver alguém de
inocentar；證明無罪；verbo transitivo；As provas inocentaram o acusado.；inocentar alguém deabdicar；放棄, resignar-se；verbo transitivo e intransitivo；O rei decidiu abdicar do trono após a crise política.；abdicar de
abismal；深淵般的, imenso；adjetivo；A diferença de qualidade entre os dois trabalhos é abismal.；
aborrecer-se；感到厭煩, entediar-se；verbo pronominal；Aborreço-me facilmente com conversas superficiais.；aborrecer-se com
abrangente；全面的, abarcador；adjetivo；Precisamos de uma solução mais abrangente para este problema.；
absurdo；荒謬的, ilógico；adjetivo e substantivo masculino；Foi um absurdo pagar tanto por um bilhete de avião.；
abundância；豐富, profusão；substantivo feminino；Nesta região há uma abundância de recursos naturais.；em abundância
acalentar；撫慰, acarinhar；verbo transitivo；A mãe acalentava o filho com canções de embalar.；
acaso；偶然, casualidade；substantivo masculino；Encontrámo-nos por acaso no centro comercial.；por acaso, ao acaso
acautelar-se；防備, precaver-se；verbo pronominal；É melhor acautelarmo-nos contra possíveis fraudes.；acautelar-se contra
acolhedor；溫馨的, hospitaleiro；adjetivo；O pequeno café tinha um ambiente muito acolhedor.；
aconchego；舒適, conforto；substantivo masculino；Sinto falta do aconchego da minha casa.；
acreditar；相信, crer；verbo transitivo e intransitivo；Acredito que vamos conseguir atingir os nossos objetivos.；acreditar em
acréscimo；增加, aumento；substantivo masculino；Houve um acréscimo de 10% no salário mínimo.；
actuação；表現, atuação；substantivo feminino；A atuação do ator principal foi impressionante.；
acurado；精確的, preciso；adjetivo；É preciso um olhar acurado para detetar estes erros.；
acutilante；鋒利的, perspicaz；adjetivo；O jornalista fez uma análise acutilante da situação política.；
adaptar-se；適應, ajustar-se；verbo pronominal；Custa-me adaptar-me a novas rotinas.；adaptar-se a
adepto；追隨者, seguidor；substantivo masculino e adjetivo；Sou adepto do desporto saudável.；
adesão；加入, adesão；substantivo feminino；O partido registou uma grande adesão de novos membros.；
adestrar；訓練, treinar；verbo transitivo；O treinador adestrou os cães para missões de salvamento.；
adiamento；延遲, adiamento；substantivo masculino；O concerto sofreu um adiamento devido ao mau tempo.；
admoestar；告誡, repreender；verbo transitivo；O professor admoestou os alunos pelo mau comportamento.；
adquirir；獲得, obter；verbo transitivo；Conseguimos adquirir os bilhetes para o festival.；
adversário；對手, oponente；substantivo masculino；A equipa adversária era muito forte.；
adversidade；逆境, dificuldade；substantivo feminino；Ele soube superar todas as adversidades da vida.；
afã；熱忱, empenho；substantivo masculino；Trabalhava com afã para terminar o projeto a tempo.；com afã
afável；親切的, cordial；adjetivo；O médico foi muito afável com a paciente.；
afectado；做作的, afetado；adjetivo；O seu discurso pareceu-me um pouco afetado.；
aferir；衡量, avaliar；verbo transitivo；É difícil aferir o verdadeiro impacto da medida.；
afetividade；情感, afetividade；substantivo feminino；A afetividade é fundamental no desenvolvimento infantil.；
afiliar-se；加入, filiar-se；verbo pronominal；Decidiu afiliar-se ao partido político.；afiliar-se a
aflição；痛苦, aflição；substantivo feminino；Vivia numa constante aflição por causa das dívidas.；
afluência；湧入, afluência；substantivo feminino；Houve uma grande afluência de público ao espetáculo.；
afónico；失聲的, afónico；adjetivo；Ficou afónico depois de gritar no concerto.；
agilizar；加快, agilizar；verbo transitivo；Precisamos de agilizar o processo de candidatura.；
agitação；動盪, agitação；substantivo feminino；A agitação política tomou conta do país.；
agonia；痛苦, agonia；substantivo feminino；O paciente estava em agonia antes de receber o medicamento.；
agravar；惡化, agravar；verbo transitivo e pronominal；A situação económica continua a agravar-se.；
agredir；攻擊, agredir；verbo transitivo；O homem foi agredido à saída do bar.；
agressivo；攻擊性的, agressivo；adjetivo；O cão tornou-se agressivo com estranhos.；
agrupar；分組, agrupar；verbo transitivo；Vamos agrupar os alunos por nível de conhecimento.；
aguentar；忍受, suportar；verbo transitivo；Não aguento mais este calor.；
ajoelhar；跪下, ajoelhar；verbo intransitivo e pronominal；Ajoelhou-se perante o altar.；
ajuizado；明智的, sensato；adjetivo；Ele é um rapaz ajuizado para a idade.；
ajustar；調整, ajustar；verbo transitivo；Ajustei o cinto de segurança antes de partir.；ajustar-se a
alarde；炫耀, ostentação；substantivo masculino；Fez grande alarde da sua promoção.；com alarde
alastrar；蔓延, alastrar；verbo intransitivo e pronominal；O incêndio alastrou-se rapidamente pela floresta.；
alcance；範圍, alcance；substantivo masculino；Esta tecnologia está ao alcance de todos.；ao alcance de
alegar；聲稱, alegar；verbo transitivo；O suspeito alegou que estava em casa à hora do crime.；
aleijão；傷殘, aleijão；substantivo masculino；O acidente deixou-lhe um aleijão na perna.；
alertar；警覺, alertar；verbo transitivo；Alertámos as autoridades para o perigo iminente.；alertar para
alfabetização；識字教育, alfabetização；substantivo feminino；O governo investiu na alfabetização de adultos.；
alhear-se；疏遠, alhear-se；verbo pronominal；Alheou-se dos problemas da família.；alhear-se de
alheio；他人的, alheio；adjetivo；Não te metas na vida alheia.；
alienação；疏離, alienação；substantivo feminino；A alienação social é um problema crescente.；
alimentação；飲食, alimentação；substantivo feminino；Uma boa alimentação é essencial para a saúde.；
alinhar；排列, alinhar；verbo transitivo e intransitivo；Os soldados alinharam-se perante o general.；alinhar com
alisar；弄平, alisar；verbo transitivo；Alisei o cabelo com o ferro.；
alívio；減輕, alívio；substantivo masculino；Foi um alívio saber que estás bem.；
almofada；枕頭, almofada；substantivo feminino；Comprei uma almofada nova para o sofá.；
alocar；分配, alocar；verbo transitivo；A empresa vai alocar mais recursos ao departamento.；
alongar；延長, alongar；verbo transitivo e pronominal；A reunião alongou-se por mais duas horas.；
alternativa；替代方案, alternativa；substantivo feminino；Não temos outra alternativa senão aceitar.；
altivez；傲慢, altivez；substantivo feminino；Respondeu com altivez a todas as perguntas.；
altruísmo；利他主義, altruísmo；substantivo masculino；O altruísmo é uma qualidade admirada.；
aludir；暗示, aludir；verbo transitivo indireto；O presidente aludiu a possíveis mudanças no governo.；aludir a
alusão；提及, alusão；substantivo feminino；Fez uma alusão indireta ao conflito.；alusão a
amaciador；柔順劑, amaciador；substantivo masculino；Usei amaciador na roupa para a deixar macia.；
amaldiçoar；詛咒, amaldiçoar；verbo transitivo；Amaldiçoou o dia em que a conheceu.；
amanhecer；天亮, amanhecer；verbo intransitivo e substantivo masculino；Amanheceu um dia lindo de sol.；
amargo；苦的, amargo；adjetivo；O café estava demasiado amargo.；
amassar；揉捏, amassar；verbo transitivo；Amassou a massa com paciência.；
ameaça；威脅, ameaça；substantivo feminino；As alterações climáticas são uma ameaça global.；
amento；愚蠢, disparate；substantivo masculino；Não digas amenos, isso não faz sentido.；
amigável；友好的, amigável；adjetivo；O vizinho é uma pessoa muito amigável.；
amostra；樣本, amostra；substantivo feminino；O médico pediu uma amostra de sangue.；
ampliar；擴大, ampliar；verbo transitivo；Vamos ampliar a imagem para ver os detalhes.；
analisar；分析, analisar；verbo transitivo；Precisamos de analisar os dados com cuidado.；
anarquia；無政府狀態, anarquia；substantivo feminino；O país mergulhou na anarquia após o golpe.；
análogo；相似的, análogo；adjetivo；A situação é análoga à que vivemos no ano passado.；
ancestral；祖先的, ancestral；adjetivo e substantivo masculino；Os nossos ancestrais viviam de forma diferente.；
andar；行走, andar；verbo intransitivo；Andámos pelo parque durante horas.；andar a
anel；戒指, anel；substantivo masculino；O anel de noivado era de ouro branco.；
anfitrião；主人, anfitrião；substantivo masculino；O anfitrião recebeu-nos com um jantar especial.；
anexar；附上, anexar；verbo transitivo；Anexei o documento ao e-mail.；
anexo；附件, anexo；substantivo masculino；Por favor, consulte o anexo para mais informações.；
angariar；籌集, angariar；verbo transitivo；A ONG angariou fundos para os refugiados.；
angústia；焦慮, angústia；substantivo feminino；Sinto uma grande angústia por não saber o resultado.；
aniquilar；消滅, aniquilar；verbo transitivo；O exército aniquilou as forças inimigas.；
anomalia；異常, anomalia；substantivo feminino；O computador apresentou uma anomalia no sistema.；
anotar；註記, anotar；verbo transitivo；Anotei todas as instruções no caderno.；
ansiedade；焦慮, ansiedade；substantivo feminino；A ansiedade antes do exame é normal.；
antedatar；提前日期, antedatar；verbo transitivo；Antedatou o cheque em três dias.；
antepassado；祖先, antepassado；substantivo masculino；Os meus antepassados vieram de Itália.；
anterior；先前的, anterior；adjetivo；No capítulo anterior, vimos este tema.；
antiético；不道德的, antiético；adjetivo；Aquela prática comercial é totalmente antiética.；
antipatia；反感, antipatia；substantivo feminino；Sinto uma antipatia natural por pessoas arrogantes.；
antiquado；過時的, antiquado；adjetivo；O teu telemóvel já está antiquado.；
anual；每年的, anual；adjetivo；A festa anual da empresa é em dezembro.；
anular；取消, anular；verbo transitivo；Anularam o voo devido ao mau tempo.；
anunciar；宣布, anunciar；verbo transitivo；O governo anunciou novas medidas económicas.；
apagar；熄滅, apagar；verbo transitivo；Apaga a luz quando saíres.；
aparar；修剪, aparar；verbo transitivo；Preciso de aparar o cabelo.；
aparentar；顯得, aparentar；verbo transitivo；Ele aparenta ter menos idade do que tem.；
aparição；出現, aparição；substantivo feminino；Houve uma aparição estranha no céu.；
aparte；插話, aparte；substantivo masculino；Desculpa o aparte, mas tenho uma dúvida.；
apatico；冷漠的, apático；adjetivo；O aluno estava apático durante a aula.；
apatia；冷漠, apatia；substantivo feminino；A apatia dos eleitores preocupa os partidos.；
aperceber-se；察覺, aperceber-se；verbo pronominal；Apercebi-me do erro demasiado tarde.；aperceber-se de
apertar；收緊, apertar；verbo transitivo；Aperta o cinto, por favor.；
apesar；儘管, apesar；advérbio e locução；Fomos à praia apesar da chuva.；apesar de
apetite；食慾, apetite；substantivo masculino；Hoje não tenho muito apetite.；
aplicação；應用, aplicação；substantivo feminino；Esta aplicação é muito útil para o dia a dia.；
apoderar-se；奪取, apoderar-se；verbo pronominal；Apoderou-se da fortuna do tio.；apoderar-se de
apoiar；支持, apoiar；verbo transitivo；A família apoiou-o na decisão difícil.；apoiar-se em
apontar；指向, apontar；verbo transitivo e intransitivo；Apontou para o edifício mais alto.；apontar para
apor；附加, apor；verbo transitivo；O funcionário apôs o carimbo no documento.；
aportar；帶來, aportar；verbo transitivo；O projeto aportou benefícios à comunidade.；
aposentar-se；退休, aposentar-se；verbo pronominal；O meu pai aposentou-se aos 65 anos.；
apostar；打賭, apostar；verbo transitivo e intransitivo；Aposto que vais conseguir passar no exame.；apostar em
aprazível；宜人的, aprazível；adjetivo；Passámos uma tarde aprazível no jardim.；
apreciar；欣賞, apreciar；verbo transitivo；Aprecio muito a tua honestidade.；
apreender；理解, apreender；verbo transitivo；A criança apreendeu rapidamente a lição.；
aprendizagem；學習, aprendizagem；substantivo feminino；A aprendizagem de uma língua exige dedicação.；
apressar；催促, apressar；verbo transitivo e pronominal；Apressa-te, vamos chegar atrasados.；
aprofundar；深化, aprofundar；verbo transitivo；Vamos aprofundar este tema na próxima aula.；
aproveitar；利用, aproveitar；verbo transitivo e intransitivo；Aproveita bem o fim de semana.；aproveitar para
aprovisionar；供應, aprovisionar；verbo transitivo；O navio foi aprovisionado para a viagem.；
aptidão；才能, aptidão；substantivo feminino；Tem uma grande aptidão para a música.；
apunhalar；刺殺, apunhalar；verbo transitivo；Foi apunhalado pelas costas.；
aquecer；加熱, aquecer；verbo transitivo e intransitivo；Aquece o jantar no micro-ondas.；
aquisição；收購, aquisição；substantivo feminino；A empresa anunciou a aquisição de um novo edifício.；
ara；祭壇, ara；substantivo feminino；Em ara de；em nome de, por causa de；fez tudo em ara da paz.
arbitrário；武斷的, arbitrário；adjetivo；A decisão pareceu-me arbitrária e injusta.；
arborização；植樹, arborização；substantivo feminino；A Câmara promoveu a arborização da cidade.；
arcar；承擔, arcar；verbo transitivo indirecto；Vou ter de arcar com as consequências.；arcar com
ardente；熾熱的, ardente；adjetivo；O sol estava ardente ao meio-dia.；
ardiloso；狡猾的, ardiloso；adjetivo；O golpista usou um esquema ardiloso para enganar as vítimas.；
área；區域, área；substantivo feminino；Esta é uma área residencial muito tranquila.；
areia；沙子, areia；substantivo feminino；As crianças brincavam na areia da praia.；
argumentar；爭論, argumentar；verbo transitivo e intransitivo；Argumentou que a decisão era injusta.；
arma；武器, arma；substantivo feminino；A polícia encontrou uma arma no local.；
armadilha；陷阱, armadilha；substantivo feminino；O caçador montou uma armadilha para o coelho.；
armário；櫥櫃, armário；substantivo masculino；Guarda a roupa no armário.；
arquivo；檔案, arquivo；substantivo masculino；O arquivo está guardado na pasta de documentos.；
arrancar；拔除, arrancar；verbo transitivo；Arrancou a erva daninha do jardim.；
arranjar；修理, arranjar；verbo transitivo；Preciso de arranjar o carro.；
arrastar；拖曳, arrastar；verbo transitivo；Arrastou a mala pesada até ao quarto.；
arredondar；四捨五入, arredondar；verbo transitivo；Arredonda o valor para duas casas decimais.；
arrefecer；冷卻, arrefecer；verbo transitivo e intransitivo；Deixa a sopa arrefecer antes de comer.；
arrepender-se；後悔, arrepender-se；verbo pronominal；Arrependo-me de não ter aceitado o emprego.；arrepender-se de
arrogância；傲慢, arrogância；substantivo feminino；A arrogância dele afasta as pessoas.；
arrogante；傲慢的, arrogante；adjetivo；O novo chefe é muito arrogante.；
arruinar；破壞, arruinar；verbo transitivo；A crise arruinou o negócio da família.；
artesanal；手工的, artesanal；adjetivo；Comprei um queijo artesanal na feira.；
articular；表達, articular；verbo transitivo；Conseguiu articular bem as suas ideias.；
artificial；人造的, artificial；adjetivo；Este sumo tem aromas artificiais.；
ascender；上升, ascender；verbo intransitivo；Ascendeu rapidamente na carreira.；ascender a
asfixiar；窒息, asfixiar；verbo transitivo e intransitivo；O fumo quase asfixiou os bombeiros.；
aspirar；渴望, aspirar；verbo transitivo e intransitivo；Aspiro a uma vida melhor.；aspirar a
assaltar；搶劫, assaltar；verbo transitivo；Assaltaram a loja durante a noite.；
assar；烤, assar；verbo transitivo；A mãe assou um frango para o jantar.；
assaz；足夠地, assaz；advérbio；O trabalho está assaz complicado.；
assembleia；會議, assembleia；substantivo feminino；A assembleia de pais decorreu ontem.；
assentar；安置, assentar；verbo transitivo e intransitivo；Assentou a base do projeto após longa discussão.；assentar em
assinalar；標示, assinalar；verbo transitivo；O professor assinalou os erros no texto.；
assistir；參加, assistir；verbo intransitivo；Assistimos ao filme todo.；assistir a
assoalhar；曝曬, assoalhar；verbo transitivo；Assoalhou a roupa no quintal.；
assobiar；吹口哨, assobiar；verbo intransitivo；Assobiava enquanto caminhava.；
assombro；驚奇, assombro；substantivo masculino；Ficou de assombro com a notícia.；com assombro
assumir；承擔, assumir；verbo transitivo；Assume a responsabilidade pelos teus atos.；
assustar；嚇, assustar；verbo transitivo；O barulho assustou o bebé.；
astuto；狡猾的, astuto；adjetivo；O político era astuto e sabia como convencer as pessoas.；
ata；會議記錄, ata；substantivo feminino；A secretária lavrou a ata da reunião.；
atacar；攻擊, atacar；verbo transitivo；O cão atacou o carteiro.；
atalho；捷徑, atalho；substantivo masculino；Conheço um atalho para chegar mais depressa.；
atear；點燃, atear；verbo transitivo；Ateou fogo à lareira.；
atender；接聽, atender；verbo transitivo e intransitivo；Ninguém atendeu o telefone.；
atenuar；減輕, atenuar；verbo transitivo；O medicamento atenua a dor.；
aterrar；降落, aterrar；verbo intransitivo；O avião aterrou com segurança.；
aterrorizar；恐嚇, aterrorizar；verbo transitivo；Os filmes de terror aterrorizam-na.；
atingir；達到, atingir；verbo transitivo；Atingimos os nossos objetivos este trimestre.；
atitude；態度, atitude；substantivo feminino；A tua atitude foi muito profissional.；
atmosfera；氣氛, atmosfera；substantivo feminino；A atmosfera do restaurante era muito romântica.；
atordoar；使眩暈, atordoar；verbo transitivo；A má notícia atordoou a família.；
atormentar；折磨, atormentar；verbo transitivo；A culpa atormentava-o dia e noite.；
atracção；吸引力, atracção；substantivo feminino；Sinto uma grande atração pela cultura japonesa.；
atrasar；延遲, atrasar；verbo transitivo e pronominal；O comboio atrasou-se por causa da greve.；
atrever-se；敢於, atrever-se；verbo pronominal；Atreveu-se a contestar o chefe.；atrever-se a
atribuir；歸因於, atribuir；verbo transitivo；Atribuíram o acidente ao mau tempo.；atribuir a
atribulação；苦難, atribulação；substantivo feminino；Passou por muitas atribulações na vida.；
atrito；摩擦, atrito；substantivo masculino；O atrito entre os dois colegas era visível.；
